AbsLearnSignal,AverageReturn,PolicyExecTime,AverageQLoss,NumTrajs,Entropy,MeanKLBefore,AverageAbsQYDiff,ItrTime,ProcessExecTime,EnvExecTime,StdReturn,LossBefore,AbsLearnSignalOld,MaxReturn,AverageAbsQ,MeanKL,AveragePolicyStd,AverageQ,Iteration,AbsLearnSignalNew,MinReturn,Time,AverageDiscountedReturn,dLoss,Perplexity,ExplainedVariance,AverageAbsY,AverageY,LossAfter
0.746827685326,-420.681370594,0.6828603744506836,0.437649,5,8.51363,0.0,0.510488567354,36.3053560256958,0.0902104377746582,1.608654499053955,101.421884562,1.96019,0.746573351315,-302.135588727,1.5059,0.00648229,1.0,-1.37558,0,0.746827685326,-569.696592872,36.30536961555481,-31.8554710276,0.0525857,4982.22,1.81834547419e-11,1.58445983026,-1.38127576832,1.9076
0.793604345505,-365.799496337,0.6775796413421631,0.681088,5,8.51086,0.0,0.634040184194,35.95729994773865,0.08640432357788086,1.6170122623443604,77.1259129222,3.12783,0.793245667206,-250.304591736,2.96079,0.00993455,0.999543,-2.64148,1,0.793604345505,-451.891188778,72.41515612602234,-28.9219644066,0.0684543,4968.46,0.186834638144,3.03028270539,-2.64226204852,3.05938
0.729801309556,-456.183673641,0.6926629543304443,1.15552,5,8.51752,0.0,0.811123949841,35.906044006347656,0.08678746223449707,1.5933434963226318,69.8104186138,4.99256,0.730221854822,-387.384236538,4.55697,0.00644637,1.00066,-4.13423,2,0.729801309556,-552.683703284,108.44561409950256,-58.5281011628,0.0573063,5001.63,0.249370303969,4.63069972396,-4.13699343603,4.93525
0.79914872272,-306.828746074,0.7734549045562744,1.76648,5,8.5159,0.0,0.99315052987,35.8204984664917,0.08583426475524902,1.6341092586517334,134.742062723,4.86597,0.798506384162,-82.3196953938,5.80015,0.0064712,1.00039,-5.17271,3,0.79914872272,-439.767147585,144.3996992111206,-14.5758110496,0.0623455,4993.56,-0.0318676819801,5.88427411969,-5.17524801325,4.80362
0.801044808037,-331.533138948,0.8549129962921143,2.08385,5,8.50931,0.0,1.06523644191,36.16156482696533,0.1052865982055664,1.7055814266204834,48.2762975238,6.80242,0.801248734586,-290.122972597,6.88561,0.00640971,0.999289,-6.23892,4,0.801044808037,-423.496295722,180.67997860908508,-26.9274673672,0.0575733,4960.74,-1.38400153432,6.96564929266,-6.24217769288,6.74484
0.757730239505,-239.198859326,0.8366682529449463,2.52722,5,8.5091,0.0,1.15949168439,36.08927917480469,0.09337759017944336,1.7254054546356201,114.303189905,6.29261,0.758596666083,-86.0779509962,7.72947,0.00990515,0.999249,-6.96523,5,0.757730239505,-402.728239701,216.88830065727234,-29.0373087459,0.0718689,4959.69,0.249648942027,7.81873844909,-6.96844850693,6.22074
0.75933136095,-299.176449174,0.824662446975708,2.75439,5,8.50795,0.0,1.19989609761,36.2223265171051,0.09145021438598633,1.705827236175537,46.6671873206,7.13017,0.759560921333,-219.174768818,8.52681,0.00644444,0.999057,-7.72055,6,0.75933136095,-363.311811973,253.22679615020752,-12.5628263361,0.0593863,4953.98,0.260732083838,8.61384953513,-7.72416202722,7.07078
0.739704948639,-321.658932969,0.8451690673828125,2.8573,5,8.50756,0.0,1.20708837105,36.01810073852539,0.09491562843322754,1.744560956954956,51.976536188,8.71287,0.739472548488,-237.705234944,9.11517,0.00645531,0.998994,-8.35701,7,0.739704948639,-399.354684678,289.36255860328674,-32.5988883377,0.0559521,4952.07,0.344596894295,9.19853074582,-8.36047388466,8.65692
0.753427892203,-251.552899929,0.8155205249786377,3.26682,5,8.49944,0.0,1.28072651235,35.95482325553894,0.08151507377624512,1.6838939189910889,104.176084095,7.03322,0.75412753404,-99.5093254755,9.45862,0.00648309,0.997654,-8.61906,8,0.753427892203,-356.506539775,325.4481749534607,-11.5608053866,0.0687699,4912.01,0.022421060564,9.54713077393,-8.6229237592,6.96445
0.776771505052,-272.755511024,0.7848706245422363,3.22847,5,8.50678,0.0,1.27112090078,35.87271571159363,0.09660053253173828,1.7029163837432861,55.783166167,8.45779,0.777860315022,-184.286698007,9.7118,0.00642048,0.998873,-8.86835,9,0.776771505052,-350.038686988,361.44244265556335,-14.5177684794,0.0533562,4948.2,0.371646148688,9.80091264283,-8.87160240389,8.40443
